text,label
how much money do i need to spend on bill payments,bill_balance
can you tell me what i owe for this month's phone bill,bill_balance
tell me the sum total of my water and electricity bills,bill_balance
can you tell me the total cost of my bills please,bill_balance
what is the total amount due on my electricity bill,bill_balance
what am i being charged for my water bill,bill_balance
tell me how much my cable bill is,bill_balance
what is the total for my utilities bill this month,bill_balance
how much do i owe for my gas and phone bills,bill_balance
tell me what is owed for my water and gas bills,bill_balance
i need to know the amounts due for my utilities and cable bills,bill_balance
let me know how much money i will need to spend on paying bills,bill_balance
please let me know how much my gas bill is,bill_balance
i need to know the cost of the cable bill,bill_balance
how much in total will i be paying for bills,bill_balance
what do i owe for my utilities bill,bill_balance
please give me the full balance on my water bill,bill_balance
how much is the total due for my pgw gas bill,bill_balance
what's the amount due on my latest sprint bill,bill_balance
"i need the dollar amount due on my verizon bill, please",bill_balance
can you tell me what the amount on my directv bill is,bill_balance
remind me of the invoice total for my plumbing bill,bill_balance
tell me what amount i have to pay for my directv bill please,bill_balance
i need to know my bill total for my verizon payment due this month,bill_balance
please find the current balance on my con edison bill,bill_balance
what's the balance on my sprint account,bill_balance
how much is my xfinity bill this month,bill_balance
what's the cost of my dte bill plus my electricity bill,bill_balance
my dte bill is how much,bill_balance
what is my dte bill this month,bill_balance
how much are my electric and heating bills,bill_balance
my dte and water bills are how much,bill_balance
my water bill is how much this month,bill_balance
how much is my electric bill for this month,bill_balance
how much are my xfinity and dte bills,bill_balance
how much are my cable and water bills,bill_balance
how much do i have to pay on my bills,bill_balance
can you check the balance on the water bill,bill_balance
how much do i have to pay for my cable bill,bill_balance
how much do i owe on my cable bill,bill_balance
can you find out how much i owe on my bills,bill_balance
can you check and see how much i owe on my cable bill,bill_balance
do you know how much i owe on my cable bill,bill_balance
how much do i need to pay on my bills,bill_balance
can you tell me how much i owe on my cable bill,bill_balance
how much is my comcast bill,bill_balance
what is the amount on my comcast bill,bill_balance
what is the my comcast bill this month,bill_balance
what do i owe bill wise,bill_balance
do i have any due bills and how much,bill_balance
do i still owe any bills,bill_balance
how much do i have to pay for my bills this month,bill_balance
do i owe any bills,bill_balance
what's the final amount of all the money i need to pay in bills this month,bill_balance
add all my bills for this month and tell me the total,bill_balance
what's the sum of all i owe on bills this month,bill_balance
what's the total i owe on all my bills,bill_balance
what's the water bill,bill_balance
how much are all my bills combined,bill_balance
what's my mortgage payment going to be this month,bill_balance
what do i owe on the car this month,bill_balance
how much are utilities,bill_balance
how much is my gas bill,bill_balance
how much is my internet bill,bill_balance
how much is my cable bill,bill_balance
how much is my rent,bill_balance
how much is my cable bill for,bill_balance
how much is my current water bill for,bill_balance
how much is my electric bill for,bill_balance
how much is my water bill for,bill_balance
how much is my current cable bill for,bill_balance
what is the amount on my water bill,bill_balance
how much do i have on credit card bill,bill_balance
what is the balance on my bills,bill_balance
what is my domain name bill,bill_balance
how much is my groceries and gas bill,bill_balance
what is the cost of water and electric this month,bill_balance
what is the amount of balance i have to pay on my bill,bill_balance
how much do i owe on bills,bill_balance
how much on bills to i have to pay,bill_balance
what is my email subscriction services bill,bill_balance
what is the process to get some more checkbooks mailed to me,order_checks
how do i get more checkbooks mailed to me,order_checks
if i need more checkbooks maild to me what should i do,order_checks
can you mail more checkbooks to me please,order_checks
can you explain to me how to get some more checkbooks mailed to me,order_checks
can i get more checks,order_checks
order more checks,order_checks
i don't have any checks left; please order some,order_checks
i need new checks,order_checks
"can you order me more checks, please",order_checks
i need more checkbooks for my chase account,order_checks
i'm in need of checks for bank of america,order_checks
can you order me more checks at wells fargo,order_checks
my key bank checks have run out,order_checks
i don't have anymore checks for chase and need some,order_checks
i would like to request that more checkbooks be mailed to me,order_checks
i would like to order additional checkbooks to me mailed to my home address,order_checks
would it be possible for you to mail me new checkbooks,order_checks
i would like to place an order for more checkbooks to me mailed to me,order_checks
could you please mail me some checkbooks,order_checks
how can i order some more checks for my checking account,order_checks
can you show me how to order some more checks for my chase account,order_checks
please show me how to order more checks for my savings account,order_checks
i'd like to order more checks for my savings account,order_checks
i need to order more checks for my savings account,order_checks
"if i can, i'd like to get some more checkbooks mailed to me",order_checks
can i get some more of those new checkbooks mailed to me,order_checks
can some more checkbooks get mailed to me,order_checks
can i please get some more checkbooks mailed to me,order_checks
"i'd like to get some more checkbooks mailed to me, if i can",order_checks
i don't have checks so can i order some new ones,order_checks
i really wanna get some more checkbooks mailed to me,order_checks
i wanna order some more checks for my checking account,order_checks
i wanna get some new checks cause i ran out of them,order_checks
i would like to get some more checkbooks mailed to me,order_checks
i need to get some more checkbooks mailed to me,order_checks
i'd love to order some more checks for my checking account,order_checks
i feel i would like to get some more checkbooks mailed to me,order_checks
"i don't have checks, so can i get new ones",order_checks
i must order some more checks for my checking account,order_checks
i do need to get some more checkbooks mailed to me,order_checks
i really need to order some more checks for my savings account,order_checks
i want to order some more checks for my savings account,order_checks
"i recently ran out of checks, so i wanna get some new ones",order_checks
"i need to order checks, so can i order some new ones",order_checks
i need more checkbooks delivered to me by mail,order_checks
i need to order more checkbooks by mail,order_checks
how can i order more checkbooks by mail,order_checks
can you show me how to get more checkbooks by mail,order_checks
what is the process for ordering new checks,order_checks
how do i order new checks,order_checks
how do you order new checks,order_checks
how do i order checks once i run out,order_checks
i need to order new checks,order_checks
is it possible to get more checkbooks for my navy fed account,order_checks
is it possible to get more checkbooks for my wells fargo checkings,order_checks
i used the last check so i want you to help me order more,order_checks
can i get new checks to replace the ones we ran out of,order_checks
since we're out of checks i want help purchasing new ones,order_checks
i need to order new checks since i just used the last of them,order_checks
order some new checks to replace the ones i ran out of,order_checks
can i get more checkbooks for my bank of america checkings account,order_checks
does my great western bank account allow me to order more checkbooks,order_checks
i need to order more checkbooks for my capital one account,order_checks
help me get some new checks since i ran out of them,order_checks
i want to order some new checks because i ran out of them,order_checks
"i have no more checks, how can i order more",order_checks
how do i go about getting more checks since i ran out of them,order_checks
how can i order more checks since i do not have any more,order_checks
is is possible to order more checkbooks for account ending in sequence 939392,order_checks
tell my bank i need new checks,order_checks
please order me some new checks,order_checks
how can i order more checks for my regions bank account,order_checks
how do i place an order for more checks for my bank of america account,order_checks
how can i get more checks for my commerce bank checking account,order_checks
order more checks for my first bank checking account,order_checks
i need to order more checks for my usbank account,order_checks
"i'm out of checks, please order new ones",order_checks
"order new checks, please",order_checks
will you order more checkbooks for my silvergate account,order_checks
would you please order me more checkbooks for my b of t account,order_checks
order more checkbooks for my community account,order_checks
i need more checkbooks for my fifth third account,order_checks
can you get me more checkbooks for my southern account,order_checks
will it be possible to order for more checkbooks for my chase bank account,order_checks
can i order for more checkbooks for my chase bank account,order_checks
will i be able to order for more checkbooks for my chase bank account,order_checks
is it possible to make an order for more checkbooks for my chase bank account,order_checks
is it possible to order more checkbooks for my chase bank account,order_checks
"ai, research usbank options to order more checks",order_checks
"ai, where do i go to order checks for my usbank account",order_checks
"ai,please order some checks for my usbank account",order_checks
"ai, show me online options to order more checks for my usbank account",order_checks
"ai, call my usbank to order more checks",order_checks
i need to place an order of checks for my bank of america checking account,order_checks
please submit an order for new checks on my pnc money market account,order_checks
i would like a reorder of checkbooks for my home equity line of credit with chase,order_checks
can you order new checks for my citizens checking,order_checks
make an order for new checbooks on my td checking please,order_checks
how do i order checks for my savings account,order_checks
why did my card not get accepted,card_declined
why did my card not get accepted there,card_declined
please tell me why did my card not get accepted,card_declined
why did my card not get accepted please,card_declined
why did my card not get accepted then,card_declined
find out why my card was declined,card_declined
please tell me why my card was declined,card_declined
for what reason did my card get declined,card_declined
can you tell me why my card was declined,card_declined
i need to know why my card was declined,card_declined
i need to know why my card was just declined at walgreen's,card_declined
where can i find out why my card was recently declined at amazoncom,card_declined
i tried using my card at chipotle yesterday and it was declined; why,card_declined
why was my card declined for my monthly netflix subscription payment,card_declined
can you tell me what caused my card to get declined at starbucks this morning,card_declined
i wonder why my card got declined yesterday,card_declined
why was my card declined,card_declined
"my card was declined yesterday, why",card_declined
is my card working properly,card_declined
do i have enough funds in my card,card_declined
how do i fix my card being declined,card_declined
tell me why was my card declined at the zoo,card_declined
explain why was my card declined at boston market,card_declined
why did you decline my card at sfo,card_declined
how come my card was declined at rosses,card_declined
why did my card get declined at the dentist office,card_declined
why did macy's decline my card,card_declined
bloomingdale's declined my card and i'd like to know why,card_declined
why wouldn't nordstrom accept my card,card_declined
please tell me why walgreen's wouldn't take my card,card_declined
can you tell me why walmart declined my card,card_declined
i couldn't buy a mug from target because my card got declined,card_declined
stopped by target to get a mug but my card declines,card_declined
at target trying to buy a mug and my card was declined,card_declined
i went to target to buy a mug but my card did not work,card_declined
trying to buy a mug from target but my card declined,card_declined
why was my card not accepted yesterday,card_declined
tell me why my card didn't work yesterday,card_declined
what was the issue with my card yesterday,card_declined
what was the problem with my card yesterday,card_declined
what was wrong with my card yesterday,card_declined
i was at home depot trying to buy plants and my card got declined,card_declined
i need to know why my card declined yesterday,card_declined
i wish to know why my card was declined yesterday,card_declined
i was at target trying to buy candles and my card got declined,card_declined
find out why my card declined yesterday,card_declined
i was at sears trying to buy clothes and my card got declined,card_declined
why was my card declined yesterday,card_declined
i was at zales trying to buy a ring and my card got declined,card_declined
i was at macys trying to buy shoes and my card got declined,card_declined
my card declined yesterday and i want to know why,card_declined
i wish to know why my card was declined,card_declined
tell me why my card was declined yesterday,card_declined
so it turns out my card was declined at applebee's and i wanna know why,card_declined
so why was my card declined yesterday,card_declined
tell me why my card got declined,card_declined
it turns out my card was declined at fry's and i would like to know why,card_declined
let me know why my card got declined,card_declined
let me know why my card was declined yesterday,card_declined
i wanna know why my card was declined,card_declined
i really need to know why my card was denied,card_declined
so my card was declined at fry's and i wanna know why,card_declined
turns out my card was declined at wal mart and i wanna know why,card_declined
i think my card was declined at wal mart and i want to know why,card_declined
let me know why my card got declined the other day,card_declined
please let me know why my card was declined yesterday,card_declined
i was trying to buy qtips at walmart and my card got declined,card_declined
i was at walmart today and my card got declined when i went to buy qtips,card_declined
at walmart my card got declined when i was buyng qtips,card_declined
"buying qtips today, my card got declined at walmart",card_declined
i was buying qtips today at walmart and my card got declined,card_declined
my card didn't go through when i was buying a case of water at walmart,card_declined
i was at walmart when my card was declined i was only trying to buy some candy,card_declined
my card got declined at target while buying a tv,card_declined
i was at albertsons trying to buy milk when my card wasn't accepted,card_declined
my card was not accepted for buying a computer at best buy,card_declined
please help me figure out why my card was declined yesterday,card_declined
why did my card get rejected yesterday,card_declined
can you tell me why my card was declined yesterday,card_declined
"my card was declined at the store yesterday, what happened",card_declined
i was at costco trying to buy groceries and my card got declined,card_declined
my card was declined at the casino and i'm wondering why,card_declined
i was at safeway trying to buy groceries and my card got declined,card_declined
i was at whole foods trying to buy groceries and my card got declined,card_declined
i was at trader joe's trying to buy groceries and my card got declined,card_declined
i was at costco trying to buy sheets and my card got declined,card_declined
my card did not work yesterday,card_declined
"i tried to use my credit card yesterday, but it did not work",card_declined
my card was malfunctioning and was returned to me,card_declined
for which reason was my card declined yesterday,card_declined
"yesterday, my card was declined",card_declined
i don't understand why walgreens declined my card,card_declined
i tried to make a purchase yesterday but my card was declined why,card_declined
i don't understand why my card was declined yesterday,card_declined
what is the reason for whole foods declining my card,card_declined
can you explain why my card was declined,card_declined
how come starbucks declined my card when i tried to use it to pay,card_declined
how come my card was not accepted yesterday,card_declined
find out what happened to make my card get declined yesterday,card_declined
why was my card declined at safeway,card_declined
how long til my visa card expires,expiration_date
on what date does my visa card expires,expiration_date
on what month and year does my card expire,expiration_date
how soon does my visa card expire,expiration_date
how much time do i have before my credit card expires,expiration_date
how many more days before my credit card expires,expiration_date
can you tell me if my credit card expires in the near future,expiration_date
what is the validity of my credit card,expiration_date
tell me the expiry date of my credit card,expiration_date
does my credit card expire soon,expiration_date
when my credit card is going to expire,expiration_date
what is the expiry date of my credit card,expiration_date
in what month will my card reach expiration,expiration_date
which month is the one in which my card expires,expiration_date
how much longer until my credit card expires,expiration_date
can you tell me what date my credit card expires,expiration_date
please find the expiration month listed on my card,expiration_date
can you please tell me my card's expiration month,expiration_date
is my credit card expiration date approaching,expiration_date
will you please confirm the month that my card expires,expiration_date
what's the expiration date on my credit card,expiration_date
when is my credit due to expire,expiration_date
what's the expiry month of my card,expiration_date
tell me the month my card expires,expiration_date
tell me the expiry month of my card,expiration_date
i want to know the expiry month of my card,expiration_date
is my credit card expiring soon,expiration_date
how long is the validity of my credit card,expiration_date
please let me know when i need to renew my credit card,expiration_date
how long is it until my credit card expires,expiration_date
how long until i my card expires,expiration_date
whats the expiration date on my credit card,expiration_date
when does my card expire,expiration_date
when will my american express credit card expire,expiration_date
what is the expiration date of my wells fargo card,expiration_date
please tell me the month and year of expiration for my discover card,expiration_date
when does my capital one visa expire,expiration_date
can you tell me the expiration date for my mastercard,expiration_date
what is the expiration date of my current card,expiration_date
do i need a new card yet,expiration_date
when do i have to renew my card so it doesn't expire,expiration_date
is my card set to expire soon,expiration_date
how long is it going to be until my card expires,expiration_date
what's the exact date that my chase card will no longer work,expiration_date
what's the month that my card expires,expiration_date
my card expires in what month,expiration_date
tell me the month that my credit card will expire,expiration_date
my credit card is set to expire in what month,expiration_date
my chase card expires on what date,expiration_date
my discover card expires on what date,expiration_date
when does my discover card expire,expiration_date
my american express card expires on what date,expiration_date
how many days until my amex card reaches it expiration date,expiration_date
what date does my capital one card expire,expiration_date
when is the expiration date for my discover card,expiration_date
can you check the expiration date for my amex card,expiration_date
can i have the expiration date for my capital one card,expiration_date
during which month will my card expire,expiration_date
tell me the month that my card will expire in,expiration_date
help me figure out when exactly my credit card will be expiring,expiration_date
could you look up the date that my credit card is set to expire,expiration_date
look up the expiration date for my barclay's card,expiration_date
when will my american express card expire,expiration_date
can you find out for me when my credit card will be expiring,expiration_date
i need to know when my card is set to expire please,expiration_date
during what month will my card's expiration date fall on,expiration_date
what is the month that my card is set to expire in,expiration_date
i need to know when my mastercard will expire,expiration_date
i need to know the date of expiration for my credit card,expiration_date
do you know the expiration date for my visa card,expiration_date
please find out the expiration date for my credit card,expiration_date
tell me the expiration date for my current credit card,expiration_date
how long before my amex card expires,expiration_date
do you know the expiration date on my credit card,expiration_date
what is the month of my card's expiration date,expiration_date
where can i find my credit card's expiration date,expiration_date
please look up my card's expiration date,expiration_date
how long will it be until my visa card expires,expiration_date
what month and year will my visa card expire,expiration_date
when is the date my visa card will expire,expiration_date
when is the expiration date for my visa card,expiration_date
what is the expiration date on my visa card,expiration_date
what is the expiration date on my credit card,expiration_date
when is my card going to expire,expiration_date
when is my credit card going to expire,expiration_date
what's the last date i can use my credit card,expiration_date
what is the expiration date on my card,expiration_date
when will my discovery card expire,expiration_date
when does my amex expire,expiration_date
can you check when my visa card expires,expiration_date
tell me when my visa card will have expired,expiration_date
when will my amex card reach its expiration,expiration_date
when's my visa card expiring,expiration_date
what date will my hy-vee card need to be renewed,expiration_date
how long until my mastercard expires,expiration_date
how long do i've got until my discovery card expires,expiration_date
when should i expect my visa to expire,expiration_date
how long until my visa expires,expiration_date
find out for me when my mastercard expires,expiration_date
when will my visa next expire,expiration_date
